clause	polarity
车子用料好，开着踏实放心，	5
还有行驶中的噪音很小，	5
发动机和胎噪都很小。	5
外观设计的不错，很大方。	5
内部空间不小。	5
迈腾是辆好车，	5
迈腾的技术在这个价位的车子里面是首屈一指的，	5
TSI+DSG的组合把操控性提升到了极致，	5
车子开起很平顺，	5
支持迈腾。	5
S6拥有漂亮的外形，超大的空间，	5
新模具做出的精细内饰，电子化智能化配置很齐全，	5
较高的离地，最主要的价钱和适合老板姓，很实惠的一款车。	5
操控感觉很好，	5
不管急加速还是高速过弯，以及急刹车都很优秀。	5
配置就不说了，还是很厚道的，	5
做工也比较细致。	5
车的内饰材料材质感觉不是很好，	1
在低音比较重时产生共振，车内后视镜抖动明显，车门饰板什么的也会有震动。	1
在4S店看到门内饰板拆开后里面只有一层透明塑料膜，比富康的内衬材料差太远了。	1
座椅皮面手感不错，	5
可惜座垫上的折皱很快就没有了，变成凹凸不平状，	1
不能不让人觉得遗憾。	1
这车小巧玲珑，看似有点小，内饰空间可不小，	5
毕竟是人家老美制造的，空间就是大。	5
我们邻居属羊，买的就是公羊头，开了好几年了觉得这车性能还不错。	5
看过老爱照片之后，相信很多人会觉得全新爱丽舍超级好看，符合大众审美的饱满车身，	5
更加圆润的造型，没了以前的方正呆板，外观算是一个全新的改变。	5
卡罗拉的电动车窗不够好，升降时车门会明显的抖动，	1
并且下面的防水皮条会随着玻璃上下移动，感觉不佳。	1
转向指向性不错，高速时候很稳，有次不小心时速上100km了，都没感觉出来！	5
档位很清晰，没有顿挫的感觉！	5
最满意的是整车的做工扎实，质量有保证，非常满意沃尔沃这款车。	5
但是还是希望能够改进的是这车的悬挂调校的过硬了，不是很舒服。	3
首先刹车灯常亮是个问题，	1
其次视野不太好，特别是在倒车时候，	1
还好有倒车雷达。	5
小车还在磨合中目前发现的两个小问题。希望厂家能快点解决。	3
最满意的还是性价比很高，	5
价格不贵，	5
空间不小，	5
动力1.5的也足够用了.	5
很适合年轻人，	5
车的底盘相当高.	5
当然在做工方面还是希望能够在改进一下。	3
提思域大半年了，最大的感受就是中控很方便，	5
数字化的仪表盘很好用，	5
行车过程即安全又方便。	5
用习惯了是会中毒的，小思就是有种让你越来越爱的魅力。	5
虽然新思域是小众车型，但配置还有性能绝对不低，	5
试驾之后这款车子一点也不像以往日系车给我的印象而更有了德系的稳重大气，	5
跟一般的车比起来，思域十几万的车路感相当好，指向也比较精准。	5
今天提的车，提速，外观都很好~	5
就是方向盘有点重！	1
喇叭比电瓶车的喇叭响那么一点细节不够好	1
右后门有嘎子嘎子异常响声，	1
左后门和右后门缝隙不一样！	1
正和4S店协商！	1
胎压调到原厂指定的2.2还是很不错的。	5
不过鉴于油耗的考虑我还是调到了2.5过减速带也不会很硬。	5
内部空间大所以开车也很舒服没什么拘束	5
舒适性还是不错滴	5
一直想买台空间比较大，又比较商务的车，从价格上也能稍微便宜点的，前几天买了台开瑞优雅2代，效果非常好，	5
动力、内部空间、外观都是我想要的，	5
总之很不错，给买车的朋友们推荐下。	5
用了一年了，跑了10000公里，中控换了一次，密封不太好，	1
油耗方面值得挺，100公里不到8个油，	5
外观好，个人觉得性价比不错	5
我4月底买的车，目前跑了8800KM，市区油耗目前是16.９L/100KM	1
发动机和空调声音比较响，	1
主要是细节欠佳，	1
猛然加速，声音特别大。	1
小爱的外观简约大方，不张扬，不浮夸，但却不失时尚与大气，	5
性能在同级车中出众，	5
安全性能也很有保障，	5
我很喜欢。	5
上海大众出这个车就是吭爹的	1
这种配置首先不符合GTI这三个字，	1
增压是单增压，动力不如GTI；	1
悬挂也不是全独立悬挂，控性不如GTI；	1
轮胎是韩泰的，	1
足见上海大众是在极力降低成本，然而卖到15w9这个价格真的很吭爹。	1
车子小毛病太多了买了没有一个月，后备箱锁坏窗户呼啦呼啦响，	1
喇叭不灵，	1
雾灯不亮右后门不好开，	1
陕西铜川竟然还没有售后，	1
不过这个车子机器不错。	5
缺点：隔音较差，	1
发动机的轰鸣有点像跑车，	1
说实在的发动机的力度也像跑车；	1
档位行程较短应该算优点，但档位感不是太明显，需要适应；	1
挂档杆和中间储物箱的设计很不合理，两者距离过近，挂档时必须抬起肘部，	1
这是我最难以忍受的；	1
对于这车最满意的地方是动力，很强劲的动力，	5
操控也很顺手，指向精准。	5
舍得给油那动力源源不断。	5
当然也有瑕疵，但是还可以，基本都是可以接受的。	5
车子外观很大气，	5
空间也很好，	5
全景天窗虽然不能打开但是人坐在里面没有压抑感。	5
不满意的是内饰较为普通，	1
中控比较简单。	1
国产后减配了主动力分配系统。	1
电子仪表盘相当酷炫，	5
平均油耗在7~8个油，非常省，1.8的动力，1.6的油耗。	5
不满意的就是避震超硬，轮毂还小一寸，玛吉斯的轮胎。	1
主副驾驶均没有拉手的东西。	1
外观比起旧款好看多了，现在的年轻时尚，有活力，	5
估计现在很多人都会对她霸气的前脸，丰满的屁股，流线型的车身情有独钟吧，	5
内饰也优雅，	5
空间表现也不错，	5
总的来说就是一台比较均衡的家用车。	5
我最满意的就是小五的空间和油耗了，	5
前、后排空间都很大，能载人能装东西。	5
油耗也很省，平均油耗才6个多，	5
买车的时候特意问过这个问题，销售并没有欺骗我。	5
标配的真皮座椅，坐着还是很舒服的，摸着手感也好。	5
我倒是希望如果以后有升级款的话，来个加长版的就好了，	3
差得很。	1
动力没力，油耗大，小毛病多，售后是超差，	1
本人是珠海第一辆哈飞骏意车主，7000公里了，换了大灯，水箱风扇，水泵，喷水电机，那是求爹爹似的维修，头痛	1
车子看着不错，很喜欢。	5
可是后座的空间太小了，	1
车型甚至比途观都还要小一点！	1
其它看着都很满意，也很期待，	5
希望价格能在25W—35W之间！	3
福田汽车是我创业的选择，价格便宜，质量很好，	5
虽然有时候会出点小问题，但动力和舒适型绝对可以掩盖它的小缺点。	5
外观太炫了，特别是日行灯，犹如终结者T800型的眼睛，透着股邪气，	5
外观是最让我心动的地方。	5
不满意的是储物空间设计的是什么鬼！	1
满意的有动力很充沛，只要敢踩油门，就一定能获得你想要的能量，	5
除此外车子的用料，很厚重，从关门声就能听出来。	5
整体来说都挺满意的，	5
尤其是内饰的用料，大面积的软质材料让我相当惊喜，	5
只是桃木的设计，虽然复古又档次感，但显得有些老气。	1
外观还过得去，	5
1.6动力真心不行。	1
油耗还高7.5_8.0。	1
售后很差，服务不到位。	1
感觉这款车还是不错的，	5
各个性能也比较符合我的要求，	5
价格也不是很高，	5
性价比也比较高，	5
这个车开出门去也可以装一下，还能装点面子，	5
感觉挺好的，真是买值了！	5
老公买的车，我偶尔开一下，感觉很不错，	5
外观时尚，内饰简单大方吧。	5
开着操控性不错，每次出远门我就喜欢开着这个，安全啊，	5
买途锐最主要扥原因是听我一个朋友说途锐的安全性特别好，开着心里踏实啊	5
靓丽的外观，宽敞的车内空间，良好的操纵，可靠的整车耐用性，正是这些吸引了广大的车主。	5
希望丰田公司会更加的以人为本，增加各种安全性，便利性的配置，比如说ESP，坡路辅助，自动升窗等等。	3
这款车大部分的配置实用性都非常的强，	5
电吸门是非常的便捷、安全的配置，只须轻轻合上车门就会自动吸附关闭	5
车门高端大气，	5
内部空间比一般的SUV都要大，	5
配置上也是同等价位车所不能比较的。	5
非常安静，打开车门，轿车化内饰和静音技术最为吸引我，	5
而且座椅很舒适，坐进金牛星的第一感觉就是舒服。	5
内饰整体上感觉更加高档，有很多让人感动的小细节。	5
静音性很不错，座椅包裹性好、弹性度高	5
比较满意的地方就是车子油耗跟车子的内部空间，	5
现在百公里油耗7个多，在同类车中算是比较好了，	5
空间上一家三口坐着也比较舒适，	5
外观上感觉设计比较大气，	5
内部装饰也很简单，	5
都是比较实用的配饰，	5
整体给力！	5
大众皮实的发动机，比较早的成熟技术已经深深的烙印在广大人们的心中，叫人很是放心，	5
跟较大的后备箱空间以及提速相当的给力，	5
提速杠杠滴，	5
呵呵，还有就是前卫车子的锁车玻璃自动升起功能而且防夹手功能，非常实用。	5
逸动XT总体了来说比较满意	5
外观时尚动感，	5
相对来说1.6L动力偏弱自重偏大，但上下班可以接受	5
居家旅行满足要求	5
主要是性价比方面比较高。	5
我去成都，最高时速跑过220公里，发动机显得很安静，	5
无极变速的手自一体变速箱表现出的机械性能没有什么可挑的。	5
轻轻一点油门，就能感觉到车辆明显加速，	5
在这点上，自动挡车丝毫不比手动挡车弱。	5
而最关键的是，这车大，5米多的尺寸让你在公路上有种鹤立鸡群的感觉	5
内饰（真皮）的是浅灰色的，俺巨不喜欢！	1
感觉很灰暗，光线不好！	1
不如黑色内饰来的好看！	1
也不如浅黄内饰来的明快！	1
买这车当初犹豫了一下，不过后来觉得没买亏。	5
油耗低，内饰也简洁。	5
不错，作为代步绰绰有余。	5
就是车身工艺略微粗糙，这活再做得精细一些会更好。	1
配置很丰富，	5
但是价格偏高，	1
尤其在今年1.6车型减半购置税以后很影响销量，	1
如果价格下降到14万以内，销量会好很多	1
车子的内饰真是没得说，比其他二十万的车高出一个档次，	5
别的不说，就冲着手机可以当车钥匙，还可以控制车里其他功能这个选项来看，我就非常惊喜~	5
简直科技感满满	5
高颜值，高端大气上档次，空间大动力足。	5
因为我喜欢它得外观，第一眼看上去被猎豹CS10深深吸引了。	5
为我的猎豹CS10点个赞把。	5
一款SUV最大的特点就是操控性佳，外形大气不做作，	5
不管走在山路还是任何艰难的路况，都能应对自如，	5
这几点GLK都做到了！	5
新车入手一周，跑了550公里，行车电脑显示油耗7.9升（我主要跑郊区）	5
发动机比较安静、	5
动力感觉还不错，	5
间对于我180CM的个头，并没觉得网上说的那样憋屈	5
高尔夫的外观那是不得不说，时尚又大气。	5
内部空间大，坐在里面很舒服。	5
动力感觉还可以，	5
不过一般都是在市区开，想跑也跑不起来，路况不充许，呵呵。	1
总体感觉这车还可以，速度、外观够我用了，	5
关于内饰我感觉中空台、尤其是音响和空调系统的外观有点单调了，显的很空。	1
从外观上来说，这车稳重大方，线条简洁，开出去很有面子，	5
在内饰方面，做工也比较精细，	5
动力虽然算不上很强劲，但是家用的话完全够，	5
燃油经济性又好，买了绝对不会吃亏，	5
我的豪华版很上档次。	5
科技感十足，配置太丰富了。	5
车身的外观确实不错，车在街上的回头率非常高。	5
路上有个哥们专门停车下来看，然后还询问我这个车到底怎么样。虚荣心得到最大的满足。	5
这车主要是驾驶起来感觉很实用，	5
而且开着看上去还很大气，	5
个人最满意的还是这款车的油耗上，真的还是很省油的，	5
操控上也比较容易上手，	5
各个方面比对起来感觉这款车还是很不错的，	5
但是也有缺点，隔音效果做的不是很好，噪音有点大。	1
多功能方向盘按键失灵，	1
停车的时候拉起受刹，隔一两天再去开车手刹放下去了，刹车却不能弹回去，	1
说什么还装有ABS防抱死系统，后悔莫极啊。	1
为了买这个车可没少跑路哈，结果价格就那样了，	1
但是5.1购车优惠送了装饰大礼包，还是为自己省了不少钱哈。	5
这个价格还是不错了，	5
总体来说买的还算值当。	5
空间大、油耗合理、舒适稳定值得赞一个！	5
一开始决定买这款2015款的传祺GA6，是因为看中了这款车的外观，很上档次也很时尚，	5
这款车的动力我也相当满意，	5
车子的操控感，舒适性都很满意，	5
个人觉得这款车子你值得拥有	5
这车性能、尺寸、配置等各方面都不错，或者够用。	5
但就是车头（车脸）做的太难看。	1
特别是俩眼，咋看都丑。	1
咱周围有太多的人对这车都是这评价。	1
刚上手一周就出现问题了，	1
左右转向灯没有声音，倒车也没有BB的声音了，	1
加装升级版的导航后，问题多多，	1
一就是导航死机，	1
一就是有音乐没左右转向和倒车声，	1
4S店的人也没有人回应，	1
雪佛兰的服务态度就这样了吗？	1
首先这个价格还挺便宜的，	5
3万多块钱的车带助力带空调，非常好，	5
而且空间相当大，	5
我本身就是拉货用，一次就都装下了，非常的实用，	5
1.5的排量，动力性比较足，	5
唯一需要改进的把玻璃换成电动的就完美了，	1
总体来说说非常经济实用。	5
这是一款天津一汽前所未有的，比以往的风格要转180度大转弯的强劲之作，	5
不管是从外型还是到内饰，还有安全配置方面，骏派D60都做得很如人意	5
看外观还可以，	5
但是显得动力不足。	1
而且价格偏高，觉得会成为小众车的。	1
提高配置和降低价格才是现今城市suv的王道啊。	1
在2000转的转速时有点抖	1
120公里时速时发动机暴躁期声音比较大	1
胎噪大，特别是高速开后车窗时，如果车轮缝隙上在夹有石子，声音很不舒服。	1
1年2万公里开下来问题暴露无疑，	1
我被新福的外表欺骗。	1
现在起步顿挫，异响，油封漏油。	1
网上关于此类问题铺天盖地，福特一直沉默。	1
远离福特！	1
变速箱垃圾，车有何用？	1
这款车最大的优势就是底盘悬挂，什么路都能轻松HOLD住，适合复杂路段。	5
储物空间设计虽然不起眼，用起来真心方便，	5
带小孩出行，零碎东西、杯子、墨镜都可以解决收纳问题，非常适合家用！	5
启动后车内隔音效果很好，基本听不到发动机声音，	5
高速上了120后，胎噪会比较明显，但都在可接受范围，	5
驾驶很平稳，	5
方向特别轻，	5
舒适性还是非常满意的。	5
车外观确实不错，	5
就是搞不懂这车为什么加价，太原的加了3000大洋，	1
性价比太低了，这个价位3000大洋对大家也是一个不小的负担。	1
车子在行驶过程中内饰部位总会发出莫名的异响，	1
尤其在馈电状态下，车子的顿挫感稍微明显的时候，中控部位的异响最明显，影响司机开车心情。	1
乘坐空间设计还算是合理，	5
就是后备箱容纳量有点小，车子代步生活中难免不会拉几个稍微占地的大块头，每次都塞不下去~	1
电动门窗放在手刹车那边总感觉怪怪的	1
应该和别的车一样放在主驾驶门子上，	1
而且还没有车窗一键功能。	1
车窗锁止键希望厂家改进一下，车销量会更好的	3
购买了1辆，油耗在11个，性能很好，噪音很小，	5
奔驰的发动机，不错，热车后，几乎听不到怠速的声音。	5
开到150公里，很轻松。	5
是个好的高档商务车。	5
最满意的是，给人有一种人车合一的感觉，漆面比较结实；	5
后备箱空间比较大，符合SUV车型用途的长途旅行；	5
控制平台及门窗处软塑料，感觉比较上档次。	5
但是油耗有点小高啊，	1
但是仔细一想市区驾驶也能够理解了。	5
加速很赞，油门轻轻一点，发动机立马就唱着歌飞奔起来。	5
提速也有力迅速了。	5
从前面看挺顺眼的，	5
侧面看还是很中庸的，	1
但从后面看PP，很性感！	5
凯尊价格23.5---30.7W2012款凯尊增加记忆功能商务天窗版精英版等以上的车型均升级为INFINITY豪华音响系统，	5
配置有12声道独立扬声器及外置功放，高度还原了最佳音响效果。	5
而尊贵版和旗舰版还增加了电子驻车，	5
另外，旗舰版增加的驾驶席座椅按摩很大程度的提高了驾驶员的舒适性。	5
外观很炫酷，时尚动感，操控精准，对于新手来说很容易上手，	5
最大惊喜就是油耗，	5
作为城市SUV那是相当不错，创驰蓝天技术倍棒，	5
发动机起停，非常好用，相应及时。	5
自己对传祺GS5也挺满意，所以就提车了。	5
传祺GS5吧，车空间大，	5
外观好看，开起来平稳，适合我们一家！	5
外观上尚悦最值得提及的地方是车头，六辐条镀铬条形中网具有很强的视觉冲击力，这是中高级轿车经常采用的设计元素。	5
前大灯采用了鹰眼式透镜设计，不仅看上去显档次，而且使用起来更能体会到它带来的好处。	5
右后轮处，遇颠簸时，有金属异响.	1
停止不动时，我在右后座使劲摇晃，就会发出金属碰撞的声音，	1
去4s，更换右后减震，感觉好多了。但还没有完全根除。	1
对不起10万这个价格，	1
内饰全硬质材料。	1
车内底部铺的一层布料，	1
之前我比较关注这款车，到店实际看了之后，很是失望。	1
小毛病少了很多，跟以前的车比好很多了。	5
操作得当的话耗油在10.5左右，还可以。	5
骏捷空间大，价格实惠，操控优异，外观大气时尚，	5
综合工况油耗：7.7-9.9L实在的家用轿车，	5
就是内饰颜色有点老。	1
希望内饰方面再有提高。	3
对它是一见钟情，开车在路上回头率也很高。	5
不过别人怎么看不重要，重要的是我喜欢，	5
外观和内饰设计得不错，我本人也有点外貌协会，比较看重外观。	5
看了车友的描述给我感觉发动机动力不错，	5
外表时尚，操控性好。	5
购买欲提升不少。	5
但都说内饰不行，做工不精，价格偏高。购买欲打回原形。	1
现在最不能却准的是油耗，希望有个准确的综合油耗	3
车子的安全性真的很不错，	5
车身给人感觉很厚实。	5
跑在路上就算是高速车身也会很稳。	5
犀利的前脸和性感的屁股都是我的最爱，	5
车子的外观大气，样子非常好看。	5
车型外观和内饰很赞，	5
比较满意，车整体比较厚实，	5
但是这样也影响了整体内部空间。	1
动力不错~有明显的推背感！	5
只是里面的装饰太过一般！	1
连坐椅还全都是手动调节！	1
而且不是真皮的！	1
但是发动机有一个特有技术~JSGG介绍说叫做运动模式！	5
艾力绅的乘坐空间和储物空间非常大，秉承的是本田家族一贯的“乘坐空间最大化，机器空间最小化”的原则，	5
而且第二三排的座位可以完全放倒，长途旅行时可以当床睡，特别舒服，	5
大爱艾力绅。	5
力帆X60虽然是一部微型轿车，但1.3L发动机所带来的动力却让人有些意外。	5
自动版的力帆X60配备最新自主研发的CVT自动变速箱，油门的反馈非常及时，	5
再加上较轻的车重，提速迅速，更是出乎意料之外。	5
方向盘的确比以上车型要重，低速转弯和倒车会比较吃力，	1
但高速行驶时，给人比较平稳的感觉，	5
由于没有上高速，偶最多开到100，没机会体验100以上的感觉。	1
当然方向重有重的好处，道路的颠簸感传到方向盘上会减轻很多。	5
人性化马3的遥控好像不能自动关闭未关好的车窗…	1
我也不知道能不能调。	1
按着LOCK半天，就不见那个玻璃有一丝动静。	1
我觉的，荣威的车子不错，	5
我也是350，迅达版的，用的很好，	5
但是我承认也有缺点，就是发动机动力小的问题，	1
外观内饰都漂亮，	5
做工看上去也好呀。	5
希望它的可靠性也好，	3
如果性能稳定，这车必大卖。	1
因为这性价比，这尺寸，不是一般的给力呀。	5
本人10年1月的新索自买车后出现的种种问题：	1
新索的隔音极差，车门总有响动。	1
新索的DVD用了半年已经坏了，读不了碟，售后极差。	1
最严重的是跑了一次高速发动机爆死，厂家找各种借口不给赔偿。	1
各位小心购买，血的代价！	1
车子的外观真的很赞，	5
尤其是疝气大灯+灯眉，超喜欢	5
车子在起步阶段噪音大，这跟车的自重也有关系，还可以接受，	5
减震系统有待提高	1
强劲的动力，愿意深踩油门的话那推背感杠杠的，	5
空间也很不错，驾驶座很舒服。	5
但是轮毂设计的有一些小，	1
还有就是车内有异响了，	1
其他的也没有什么不满意的了，	5
总的来说还是一款不错的车，起码是能够对的起这个价格的。	5
第一感受，不拉货其实有很多选择，我说的是实话。	1
动力一般，夏天开了空调就惨不忍睹了。	1
噪音是最头疼的，	1
希望以后能改进！	3
车的空间大，	5
座椅可以根据自己的需要任意调节，灵活性高，放大一些的物件也毫无压力，	5
实用性还是很不错的，	5
而且外观漂亮，时尚大气，很耐看。	5
提车已经有一个多星期了，从外观到操控我都非常的满意，呵呵，毕竟是自己的第一辆车么，	5
油耗目前有点高8.1，	1
过了首保估计就好了，毕竟现在还是在磨合期。	5
跨界自主车看看江淮同悦cross吧，车子性能还不错，我开过朋友的，	5
转弯什么的，底盘抓地力挺强的，	5
一点儿不发飘，而且刹车也很给力，很不错的一款跨界自主车，楼主有空去4S看看吧，试驾下就知道了。	5
尾部做工粗糙，不够大气，性价比不高，	1
19.79万的2.0尊贵版配置远不如天籁荣耀版，	1
新桑优缺点：刹车异响，不是都有的，我的响过一次。	1
方向盘助力是最满意的一点，	5
比老桑轻，比日产车和比亚迪重，100公里时速以下非常舒适，	5
座椅比较舒适，减震适中，比日产车略硬，比斯柯达昕瑞软。	5
这车各方面都做工及设计都不错，	5
以及外观都要比上海大众新帕萨特要大气很多，	5
日间行车灯是整个车的卖点，	5
做工要比新帕萨特要精致很多~	5
喜欢C5很久了，	5
前些天专门挑了个时间去试驾C5，专门跑了一次比较远的路程，感觉也是非常棒，	5
车的密封性，减震，操控性都是没的说！	5
本来想买白色，但还是觉得红色火热也耐脏一些，所以，就买了红色的C5.	5
车内空间比较宽敞，	5
但高度上的空间不是很大，身高高点的人可能会碰顶了	1
私家车够用了，	5
不过希望能有手动挡的出来，	3
外形好看，有面子，适合商务公务；	5
安全配置高，静音处理好，	5
运动性和舒适性处理的很好。	5
内饰也不错。	5
对于这车最满意的地方是动力，很强劲的动力，	5
操控也很顺手，指向精准。	5
舍得给油那动力源源不断。	5
当然也有瑕疵，但是还可以，基本都是可以接受的。	5
开思域半年多来，一点小毛病都没有，近乎完美的车让我觉得有点不可思议呀。	5
油耗低，保养便宜，外观好看，内饰尊贵。没什么好挑剔的。	5
发动机在启动的时候声音很大，大约要过2—3分钟声音才下来。	1
但在行驶过程中到也感觉不错。	5
开空调的时候不是很理想。	1
350广告单配置信息轮胎怎么会是乾胎，	1
车漆颜色为什么以550为准，	1
穷对付，不可信，	1
工作人员素质太差了。	1
索纳塔看第一眼就爱上，看第二眼就爱不释手，看第三眼就决定要买了他。	5
外观实在是美的不得了，豪华加全景天窗，真的很给力。	5
对菱仕一直有着非常大的好感，好感源于他的全景天窗，	5
再加上第一次试驾他的动力系统和操控系统也给我很大震撼，	5
所以v6我比较喜欢。	5
今年买的翼神，开起来感觉操控和动力相当给力，	5
改装后车也靓得不成，得意哟~	5
不过对翼神的大嘴不是很满意，大是大就是太平了点，要是更流畅些就更好了。	1
操作性比较好，动力不错，	5
改装潜力大.稍加装饰感觉就很漂亮了。	5
总体来说还是很不错的，	5
车子也很皮实，基本上没出过什么大的毛病，	5
油耗也很低，	5
喜欢的我小三、	5
我买了快一年了，转向灯坏了，	1
才买的时候，是前挡风玻璃有裂痕，换了块，	1
开没多长时间，车门皮条很松，换了换，	1
每个月都有小毛病，	1
动力严重不足，	1
开空调时，就感觉不到凉风，只能保证你坐车里面不出汗，	1
失望之极啊	1
动力源源不断，提速很迅猛，	5
超车更是不在话下，难有能敌者。	5
开始关注酷威的时候正好是旅行版上市的时候，亲眼去4S店看过之后就被酷威给征服了，	5
这半年的感受就是动力不错，	5
操控很稳，安全性高，	5
这些美国车的优点都还在，	5
另外油耗不算很高，	5
还有自带儿童座椅这些配置都很人性化，	5
感觉自己当时选酷威没有错！	5
我买了快一年了，转向灯坏了，	1
才买的时候，是前挡风玻璃有裂痕，换了块，	1
开没多长时间，车门皮条很松，换了换，	1
每个月都有小毛病，	1
动力严重不足，	1
开空调时，就感觉不到凉风，只能保证你坐车里面不出汗，	1
失望之极啊	1
朗逸的内饰不好看，	1
圆的出风口有点像QQ车的内饰，	1
手刹的位置不好拉的不方便。	3
质量方面有待提高，小问题多。	1
350广告单配置信息轮胎怎么会是乾胎，	1
车漆颜色为什么以550为准，	1
穷对付，不可信，	1
工作人员素质太差了。	1
车子先上坡马上下坡会有异响，	1
1万公里轮胎侧面开裂，之前报发动机故障，	1
行车电脑显示油耗7.4，实际油耗应该更高，	1
以后换车不可能考虑这牌子了	1
最满意的就是新桑塔纳现在的外观了，跟以前的桑塔纳比更具有美观感，	5
采用大众家族式的前脸，更加时尚，	5
新桑塔纳的侧身线条和无缝焊接很有技术感，	5
不论是从外观，内饰还是动力方面都有了很大的提升。	5
车的外形还可以，	5
车的动力最好用1.6l增压发动机提高车的经济和动力性，	3
行李箱后开门最好改成横开，这样有利于装卸行李方便，	3
车的备用轮胎最好不要下悬挂弄得太脏，应改为车内或后门悬挂式的，	3
车的内部装饰和功能也要得到提高。	3
首先试驾福美来，声音确实大了些，但也可以接受，毕竟价格诱人，配置齐全，	5
虽说有些粗糙，但此价位已经是满足了。	5
比亚迪唐，用虚假信息欺骗消费者，纯电不能达到承诺的里程公里数，	1
发动机油耗大，噪音大。	1
提醒大家，买比亚迪后麻烦多多。	1
外观特别是车尾设计，动力，操控，高科技配置，轮毂也很漂亮，	5
整体看上去就有很有范，	5
内饰的设计也是非常的满意的，用料足，	5
内饰设计大方得体，让人非常的满意。	5
不满意的一是没有座椅通风，	1
轮胎太扁平，过坎很颠。	1
我很喜欢他的尾部设计，	5
但是整体外形太普通不吸引人，	1
相比之后上市的各个品牌的中高级轿车，外型上没有任何竞争力，	1
宣传中的静音性，油耗和安全性还是不错的，	5
外形再好看点就好了呵呵	1
我感觉在同级别，同价位车型中，CC动力性操控性最出色。	5
在级别中，造型相对比较前卫，设计新颖，流线，动感…	5
带助力转向的方向盘太轻，用一个小手指就能拨动，在市内行车比较方便，	5
但是高速中表现不太稳定，轻飘飘的，不好控制车辆，	1
在糟糕路况上这个弊端更为明显	1
水泥水面行使时胎噪比较大，这有点让我受不了！	1
再加之最近天气凉爽开空调浪费，不来空调就开窗，要不就嫌闷。	1
听见这声音就烦，就算关了窗，胎噪声还是比较明显！	1
新捷豹XJ是一款加长轴距全景奢华版，预计的售价在200万左右，价钱定的有些高了，我觉得应该不会那么贵，	1
全景的天窗我很喜欢，	5
最为欣赏的还是世嘉的行驶质感，	5
它在高速行进中的稳定性非常高，车身不发飘，	5
方向盘也非常稳重，轻微地松开双手，发现车身的直线性非常优异。	5
外形设计很一般，	1
前前脸有点像标致的车，后面又有些像本田的CRV，丝毫没有自己的特点，	1
再说，我不喜欢韩国的车，安全性能太差了	1
英郎GT前门内左右拉手太夸张了，弄那么大，影响了前排空间，	1
显得太笨了。	1
中控台按钮太多，	1
那么一个小车还搞什么空调分区控制，神经病	1
油耗低，想想省的都是自己血汗钱啊！	5
另外乘坐空间还算够用，	5
后备箱口就太小了，	1
放大东西，要比划半天看能不能放得下，真愁人。	1
本人用车已3W公里，KLZ毛病多首保时变速箱漏油，	1
后刹车倒车异响跟马车刹车响声一样嘎嘎嘎，1.6动力太弱买了会后悔，	1
希望大家不要考虑买这破车。	1
雪佛兰景程在20-40公里/小时的区间提速慢比较省油。	5
喇叭按钮位置差，标记不明显，在转向时不容易按准。	1
由于引擎盖2段折线下沉，影响视线。	1
后排空间小，	1
车子够长但宽不够，	1
高度感觉也不好！	1
驾驶员座位调整不好总不舒服感觉不好！	1
离合器刹车位置很高感觉不是很好	1
对这款国际新派SUV总的来说很满意，	5
时尚动感的造型设计，安全性能高，	5
1852mm空间大而舒适，	5
动力转向性能好，省油	5
200t发动机很强劲，	5
非常适合年轻人的一款SUV。	5
