clause	polarity
相对于之前CC车型的性感外形，新途锐这款车型给人的感觉更加稳重安全！	5
当初选择T70X一个是她大气的外观，全车身包围，	5
加上高大上的前脸设计，一眼就看中了；	5
二来，日产的发动机一向以低油耗著称；	5
第三嘛，双色版内饰，又是真皮座椅，高端大气上档次，	5
价格又不贵，开出去倍儿有面~	5
同价位的情况下A30车配置要更好一些。	5
外形总体而言，还是比较中意，适合年轻人开，时尚，大方，动感十足，	5
车体外观，家庭使用，操控性能，在同等价位车型里来说是属于中高吧。	5
油耗0.5元/公里以内，噪音有点大，	1
后尾箱有时非常难盖，	1
但相对于这个价格、配置，从性价比看应该是值得购买的车。	5
新爱丽舍开起来很轻便，	5
六十的速度转弯时特别爽，侧倾很小，让人很安心，	5
方向盘的轻重也是比较合适，回馈也很有力度，指向也很清晰。	5
各方面还是都比较满意，	5
就是做工方面还有一定的差距，	1
希望厂家注意点隔音方面，	3
涡轮介入以前还正常，2000转以后声音真的是有点大，	1
悬架的话好硬，	1
希望广大的网友参考。	3
车开的不多，但是非常满意，	5
该车性价比还是很高的，	5
耗油量不高，操作特别方便，	5
个人觉的更适合女生开，驾驶起来非常稳，	5
甲壳虫的空间比较小，	1
但是外观非常小巧漂亮，比较在意外观的可以考虑考虑，	5
本月刚买E5优越型，外观不错，咋一看像东风日产。	5
但是刚买来的车小毛病不少，	1
雨刮器刮不干净，	1
刮雨时有响声。	1
车后底盘不美观，车轮偏小。	1
到店后试驾才发现，众泰Z500空间大，非常大，这是我喜欢这款车的一大原因，	5
买回来之后，油耗、动力方面更加满意，	5
真的是性价比超高的一款车。	5
新小五依然是战斧式尾灯造型设计，上下都是红色，中间采用两排LED灯设计，亮眼醒目。	5
2.0的车型后面只有显赫的C5字样，2.3的车型尾部还有2.3字样，3.0的车型尾部是V6字样。	5
果然非常霸气！	5
传祺空间确实是大，	5
看看参数才知道是是1819mm的宽度，怪不得看车的时候老爸一坐上去就夸她大。	5
感觉是不错的，	5
就看性价比上能不能好上加好了。	3
当初买车时冲着307去的，结果到了4S店，相中了308，	5
先不说配置动力等等，光是这个外观造型确实够拉风，	5
除了标致家族惯用的狭长的前大灯，引擎盖上4条硬朗的线条让小8看起来性感，	5
我比较喜欢这样的造型，时尚而且看起来比较有活力。	5
大气的外观，强劲的动力，2.0T的操控，同车不同色SUV应有的黑色包围。	5
不满意的是后排空调有点小，后备箱不是很大！	1
跑高速的时候，油门很灵，	5
脚下点点儿油，速度就上来，这动力没得说。	5
缺少倒车影像，早知道加点钱买个豪华型的了。	1
利亚纳空间足够大、油耗低，符合普通家庭对车的需求；	5
皮实耐用，养车成本低；	5
底盘略低很适合跑城市道路，	5
开空调时油耗适中，可以省下不少的银子，	5
总之铃木利亚纳品牌符合城市家庭购车的一切标准。	5
9200km刚做完二保，新手新车。油耗比想象的要实惠，	5
偶尔上高速，平均7.8，能接受。	5
车身重，过弯比较稳，高速170不会飘。	5
内饰饱满，有层次感。	5
人性化设计我喜欢，特别是光线不足会自动开头灯！	5
空间和动力是我比较满意的，	5
旧款的4速升级成现在的6速后，顿挫感明显减弱，	5
动力也没得说，	5
后备箱超级大。	5
不满意的是内饰吧实在是太简单了，后座没有头枕，坐的时间长了那个难受啊！	1
起亚K5真的不错，	5
我买的是2.0顶配，内饰很大豪华，外观也很大气，	5
跑市区油耗高了点，	1
但是长途很省油的，绝对好，	5
希望大家支持。	3
桑塔纳的外观尽管不够现代，但合适的比例和不错的线条感使得整体上朴素无华，相当耐看。	5
内饰方面保持了大众车典型的风格，	5
尽管设计年代久远，但用材讲究，做工细致，拥有不错的观感与触感。	5
2548mm的轴距提供了舒适的驾乘空间，	5
外加442升的行李箱容积，为居家旅行提供了良好的储物空间。	5
外观到内饰的中庸和经久耐看已经成为消费者首选桑塔纳的主因之一。	5
我家买了轩逸，但是底盘太软，悬挂便宜的那种，	1
日本车就是坑消费者，	1
车门的放东西的格子太小了，只能放些文件啊啥的，水瓶根本放不下，	1
没有后保险杠，很危险，一撞外壳就软了，太不好了。	1
手舒版的车配置挺舒服的，	5
头枕什么的都还蛮好用，	5
最满意它的动力，	5
已经跟朋友飚了几次车了，每次都赢的很轻松，晚餐全靠它了，必须得赞一个呀。	5
油耗也降下来了，差不多七个油，很满意这个油耗，省油也就是省钱啦。	5
离合很高，倒档不好挂，	1
提速没1.4的宏光快。	1
我是昨天买的新车，同时也是新手，1格油跑了75公里。总体来说还是很满意。	5
舒适度很高	5
轮胎尺寸和型号太2，	1
动力也很差劲，	1
前置前驱更是2到家了！	1
这价格应该上锐志的V6+FR，那样才说的过去	1
新C2新增的USB接口能极大方便音频来源的选择，	5
若能增加AUX接口那就更加完美了，	3
音响版面布局上面也发生了改变，银色圆形按钮更显精致一些，	5
总的来说，各方面的细节改进都很不错，	5
我个人非常满意。	5
该车觉得有点矮，	1
我1.75M的身高，坐后排的时候头都快顶到车顶了，	1
打开车门进后排的时候弄不好就撞头了。	1
越野性能好，	5
内饰方面一般，	1
如果有比亚迪速顶配锐的内饰再加上一个空气净化器和一个时尚的日间行车灯的话会更完美。	1
并且希望日后推出1.0T自动挡，价格和现在的这款车型价格一样就可以。肯定销量惊人。	3
今天去4s店看看宝骏。外观，内饰，做工，还行吧比那些山寨车好多了，	5
动力一般，毕竟1.5啊。	1
要是优惠几千就好了	1
2.5V天窗版，头部空间不够。	1
可能是运动型车，再加了天窗的缘故，偶身高1.75米，开车的时候座椅要调到最低，感觉有点压抑！	1
油耗有点高了现在2200百公里了，8.1的油耗！	1
我个人看来真的有点高了！	1
另外方向盘有点歪，	1
发动机有点发抖！	1
上120M的时候抖得更厉害！	1
上坡想超车的话有点困难必须要减一个档才行！	1
很想买，但是315后发现尚悦用的居然也是锦湖轮胎，很失望啊，	1
舒适版钢制轮毂丑啊！	1
价格方面要是优惠幅度再大些就好了，	1
期望值7.3万元	3
LED智能远近光，晚上走黑漆漆的国道信心十足，	5
电动尾门一脚踢开关功能很好用，	5
后备箱空间不错，全系防爆胎，没有备胎，因此又多出一个不小的储物暗格，	5
主驾驶腿托可以有效缓解腿部疲劳。	5
各方面品质都不用考虑，做工很到位！	5
开起来省事省心。	5
不满意的是后排座椅不能调整靠背倾斜角度，	1
自适应大灯高速适应性差。	1
这是一款非常适合女士在城市代步的小型SUV，	5
绝佳的操控性使得女性司机开起来也游刃有余，	5
6万出头的价格性价比也是非常的高，	5
总体来说，小妖，你值得拥有。	5
我看F3已经好长时间了感觉这样的价格、这样的配置还算值。	5
我认为F3美中不足是这车太长，4米5，以后小区里非常拥挤，停车倒车不方便，	1
要是有金刚和车长就好了。	1
再者白金版标准型缺点东西，那就是安全气囊。	1
希望09年改进款把这项加上，也让百姓更觉实惠些！	3
跑路的过程中有时候会突然感觉到发动机乏力，	1
油门都踩得好深了都没有力，只能松掉油门再踩几次才恢复加速动力。	1
我是去年8月份买的11款的，提速快，车身灵活，	5
后座变幻后的储物空间很大，	5
但已有N次的发动不起来，	1
驾驶仓的座位感觉不舒服，	1
车身的漆比较薄轻轻一擦就有露“骨”了！	1
唯一的优点就外表看起来很酷。	5
耗油太大，100公里13-14。	1
减震太硬。	1
太原4s店装个导航7000元，出来一打听，同样的2000元不到就装好了，坑爹啊。	1
最满意的一点自然要数性价比了，	5
7万多能买大这么高配置的车还真是不错，	5
我感觉平常在车上能用到的功能都有了，	5
而且油耗的话也是很低的，很经济的油耗。	5
不满意的就是座椅相对来说比较硬了，	1
减震效果也算一般吧。	1
挺舒服的感觉。	5
动力挺不错的，相当强劲，	5
车子的底盘很扎实，	5
高速跑起来车身也是很稳的。	5
去年年底的时候入手的东风标致508旗舰版，操控性真不错。	5
底盘调教很不错，这就保证了舒适的驾乘感和精准的操控性能。	5
跑高速的时候我试过110码时高速过弯和弯道超车，毫无压力啊，	5
我在驾驶座上还是向左拐，没感觉到有侧倾的现象，车身依然稳定，这操控性让人很有安全感。	5
家族式外观设计，每款都有细节上的差距，但是这款车型是我最为钟意的，	5
尤其是他那两颗忽闪闪的大眼睛，真的对我有无限的诱惑。	5
超喜欢。	5
超喜欢迈锐宝，	5
外形动感大气，内饰经典特别是氛围灯很有情调，	5
这个价位的车里面算不错了，	5
唯一遗憾2.0豪没配ESP	1
环保和经济性能的平衡是它的特点，	5
美观大方，同级别车具有价格优势。	5
空间大内饰也还可以。	5
给人第一感觉不错。	5
很不错哦的，	5
价格比较实惠，	5
车辆总体质量不错，	5
配置也很不错质量杠杠的，好车。	5
售后服务也好，推荐大家购买	5
我觉得新景程的后屁股转向灯设计有问题，	1
由于尾灯是圆环形设计，在晚上时间转弯踩刹车时，闪烁的转向灯被埋没了，很难看得清楚，	1
此点希望上海通用有待改进，有安全隐患的.	3
这个车表面看起来还挺大气的，	5
内饰做工可以，新车没味道。	5
在城市里很好驾驶，	5
就是上坡路油门有几秒像断气的加不上，在高速上开到一百120速度就滋滋的响，	1
不知道是轮胎那里响声还是车子不够密封，哎呀，气！	1
还有就是顶配的车居然没有倒车影像，	1
倒车的时候刹车片有响声，特别是下雨天响声特大，悲哀！	1
在120时速下（还没有试过更快的），风噪依然不大	5
由于不是195以上的宽胎，所以油耗和胎噪不大。	5
起步后的提速很不错。	5
自动延时渐暗的车内照明灯：夜间很方便的。	5
遥控开车锁或熄火拔下钥匙时，车内照明灯会自动亮起	5
电动车窗有防夹功能	5
1300公里感受，走不平路面时噪音极大《胎噪》。	1
车内有异响不知是哪里！	1
现在安全带提示显示灯坏掉	1
晕才1300公里	1
空间方面是没有任何问题的，	5
就是在里面安置几个人，不会拥挤，而且还很宽裕，毕竟车子的卖点还是空间方面。	5
比较遗憾的就是车子的内饰方面，	1
无论是用料还是做工方面都是很失望的，	1
还有就是车子的噪声还有抖动。	1
样子拉风，回头率真的很高，	5
空间很大，配置已足够，满足我家用的所有需求	5
空间很大，表现的很好，	5
油耗很低，已经超出了我的预期。	5
不满意的豪华版没有导航，	1
减震有点硬，前边杠子软软的，后边软软的，车门软软的，有一种一靠上就想塌下去的感觉。	1
这车的外观一看就很大气，	5
内饰做工感觉一般，	1
不过本人对内饰要求也不是很高，	5
虽说车子开的时间不长，不过感觉还是很不错的。	5
这车还真是很省油呀！	5
总体感觉NV200的空间还是很充足的，平时可以拉人也可以载货，	5
后排座椅可以折叠，能腾出不少空间放很多东西。	5
车身没我想象的厚，略显得有些单薄，	1
整体看起来还行。	5
马自达3底盘转向发飘。	1
电路不好。	1
尤其是后备箱左上角线路，冬季开关后备箱，线路总断。	1
而且保险丝和保险对照表不准。	1
非常漂亮的外观，精致的内饰，超过BMW5和AUDIA6的内饰工艺水平。	5
总体来说，这台车不错！	5
值得有钱的朋友们考虑、选择！	5
车小，灵活，动力也很好。	5
唯独内饰的仪表台面和门窗台面做得很粗糙，皮纹是最便宜的那种，出于倭国忽悠国人的心态之作。	1
看中思域的性价比才入手，	5
在同级车里，它配置算比较丰富了，	5
动力也不差，给我用绰绰有余。	5
媳妇也喜欢这车，天天跟我抢着开，	5
话说她开着也得心应手。	5
ATS-L无论在内饰还是外观都值得夸赞，	5
整个设计偏向运动时尚，	5
且底盘非常棒。	5
车子外观现代感霸气十足，运动元素非常明显，辨识度很高，	5
充沛的动力保证了驾车的乐趣，	5
丰富的安全配置也能最大限度保障驾乘者的安全。	5
虽然油耗偏高，但ATS-L依然是追求运动时尚者的不二之选。	5
非常适合跑高速，也能带来较低的油耗。	5
我一般不想开快车的时候速度保持在110，与前车距离保持在80-100米，遇到前方车辆刹车，操作起来也比较从容	5
艾力绅是一款性价比极佳的实用性MPV，兼顾了商用和家用。	5
空间大，性价高，油耗低，绝对的MPV首选！	5
后排乘坐空间以及前脸的中规中矩，不浮夸亦不庸碌，符合近几年群众购车中对外观的要求，	5
外观也非常大气，整体感觉简洁明了，	5
空间大是我喜欢的一点，	5
后排的乘坐空间轻松容纳3个人非常宽敞也符合现在国人家庭。	5
不满意的是绿灯起步，感觉稍肉。	1
车前、侧方外观造型都比较符合我的审美观，	5
截止目前我的车来说，燃油经济型不错，	5
市区油耗7升左右，高速6升左右。	5
从开始接触观致这个品牌的时候感觉还不错，	5
虽然没多大名气，但是外观个人觉得不比速腾，朗逸差。	5
不过我买的型动派配置不如另外两个。	1
提车后，直接开了100多公里，试了下操控，舒服，而且内部空间不错。	5
总的来说这款车以后还是很有空间的。	5
外观大气，空间也大，	5
而且品牌影响力比较大，在全国都有比较高的认知度。	5
帕萨特的外形和内饰给人一种中规中矩的感觉，就像德国人的性格一样，对工作很严谨，没有圆滑和变通，我十分欣赏。	5
67马力的发动机充分体现了省油的优势。	5
据厂方公布的数据，它的百公里最低油耗只有4.5升	5
在这个油价节节上升的时代，这就显得很有说服力。	5
同时厂方还能提供排量为1升的化油器发动机，车价要便宜近1万元。	5
英郎GT前门内左右拉手太夸张了，弄那么大，影响了前排空间，	1
显得太笨了。	1
中控台按钮太多，	1
那么一个小车还搞什么空调分区控制，神经病	1
上档次，用料也厚道，能驾乘触碰到的地方基本是软的。	5
那数字仪表盘，启动时的自检转动，尤其是那大大的转速表给你很科技前卫的享受	5
新车后备箱漏水，把备胎泡在水里了，千斤顶泡锈了！	1
后备箱整个发霉了！	1
后门踏板买回一个月不到就掉了！	1
雨刮也用了两月出问题了！	1
身份感，尊贵的象征。	5
每次开着CRV回到家乡都成为焦点，	5
它大气沉稳的外观，简洁流畅的车身线条，无处不透露着精致与尊贵感，	5
有CRV的日子，我很自信很满足。	5
今天刚去试了1.6T手动的，加速还可以啊，不会像有些朋友说的那么肉。	5
但是价格确实贵了点，还一点不讲价的。	1
低配的很不人性，没了雾灯不说，最讨厌的就是后轮的刹车是鼓刹的。	1
总体感觉太贵了，没导航是我最不愿意的！	1
内饰只有一钟颜色，太单调，没有选择的余地。	1
颜色太浅，	1
刚开始用是挺好看，可用一段时间以后，变脏了就很不好看。	1
6万多能买一个外形这么大气上档次的车还真是少见！	5
而且还有A柱型出风口，这一般比较高端的车才会有吧！	5
空间也很大！	5
自驾游出去！跑个长途坐里面也很舒服！	5
开出去都说像十几万的车	5
外观漂亮，大大的全景天窗非常给力，不仅美观还能减少压抑感。	5
还有就是它的操控感非常的好，很容易上手，	5
城市驾驭非常的爽。	5
v07s比V27外观更小巧好看，	5
内饰也不错。	5
39KW的发动机功率太小，至少应配47KW的EQ466I-30型或51KW的BG10型发动机。	1
在睿翼的深度试驾会上试驾过睿翼，操控性能一流，不愧是弯道之王。	5
加上电动随速转向，操控性能比老马6更上了一个台阶	5
奥迪的油耗我感觉还是挺不错的，我用着还是挺满意的，毕竟这是一辆奥迪车啊，	5
我开车不是激烈驾驶，动力方面完全是可以满足我的，	5
空间方面也够用了，	5
性价比也不错，	5
总之我认为这是一款不错的车。	5
此车较有操控性，上手较快。	5
想当初刚从驾校出来开菱悦，就感觉比驾校的桑塔纳轻巧，好开。	5
虽说排量是1.5，但提速相比较1.8的桑塔纳我感觉差不了多少，	5
对于这一点很是喜欢。	5
车子真心好，配置没话说，	5
但对我来说有两点不足，	1
一个是为什么不配全景天窗呢，全景玻璃窗也行呀。	1
还有就是希望你换车标，换了我绝对买比亚迪	3
看了很多车型最后还是发现绅宝很适合我呢。	5
首先当然是动力了，很足，符合我的标准。	5
空间也蛮大的，这可是自驾游必须的哦，	5
外观就更不用说了，大气的很呢，在街上回头率那是没有百分百也有百分之九十的样子。	5
整款车的样子算是深得我心，	5
螺旋雾灯很漂亮，	5
大灯的形状比较霸气，	5
立体的前脸超级彪悍，从前面一直到后面的腰线，	5
开起来动感十足，尾部饱满自然。	5
开个手挡车总熄火，也糟蹋车子啊。	1
车身外观线条缺乏动感，	1
如果线条弧度多一些就漂亮了。	1
首先刹车灯常亮是个问题，	1
其次视野不太好，特别是在倒车时候，	1
还好有倒车雷达。	5
小车还在磨合中目前发现的两个小问题。希望厂家能快点解决。	3
15号买的IX35全景天窗版，18号后天窗玻璃无缘无故碎了，	1
去找她们却说是人为的，跟车的质量没关系，	1
我让他们鉴定，他们还推诿说要我报警，	1
MD，现代太缺德了	1
首先是这款车的外观非常好看的	5
动力水平非常好，	5
不管是平时的起步加速还是超车，他的表现都让人感觉操控自如，随心所欲。	5
整体的动力非常强劲，在不同的驾驶模式下他就表现出了动力感受也会完全不同，	5
配合八速手自一体变速箱，整体的动力输出非常平顺，毫无顿挫感。	5
其次他的条线非常的优雅~	5
一款表现均衡的城市SUV，手动变速箱操作非常轻松，	5
即使堵车也不会让你感觉烦躁，感觉比开一个四门轿车还轻松。	5
不过目前的价格实在有点高，不错的配置也就失去了性价比优势，	1
按照这个价格进行销售销量不会太好。	1
蒙派克外观很好看，	5
看上去比那些面包车档次高点，在我感觉这车的操控性很好，	5
采用独立悬挂，行驶平稳性很好，	5
特别是在哪崎岖不平的路上！	5
性价比很高，	5
一个B+级的中级车，价格方面不是很高，	5
而且是1.8T的发动机，前双叉臂后多连杆四轮独悬，车长4956，轴距2850。	5
再加上这个级别的外观和内饰，真的是棒极了。	5
启悦对我来说，还是挺不错的一款车的，	5
空间设计的非常的大，	5
而且，操控和外观这些方面表现的也很到位，	5
我买的是1.6舒享启悦，总的说，是款很不不错的车子。	5
安全、经济是选这车的主要原因。	5
这个品牌在国产当中还算不错，	5
底盘技术过硬；	5
外观设计出众，	5
但愿不会出太多的小毛病，有问题积极处理就好，	3
我买时（原来的海景）英伦刚上市宁波。我觉的还可以，	5
价格便宜，耗油量少，空间大。	5
挺合适家庭用，外观也好看。	5
我开了一年多没什么问题！	5
在十万元的区间能买到如此配置的恐怕就只有景逸x5，	5
外观大气时尚，尺寸是个大块头，	5
空间也是非常宽敞，	5
中控台布满的高科技配置让我更加的喜欢，	5
一直都没有后悔买x5，这个钱花得值了	5
开起来非常稳，操控性也很不错，	5
空间也很宽敞，	5
到现在为止，我的新帕还没有怎么掉价，保值高啊，	5
心里很是欣慰。	5
外观朴实但耐看，典型的居家用车。	5
的确非常省油，加上发动机的启停系统，在市区道路等红灯的时候体现比较明显。	5
车身扎实，高速行驶时稳定放心。	5
我觉得cm7外观设计真的不错，时尚大气，有进口品牌的感觉。	5
前脸的前凸式格栅加上晶钻式的大灯空间非常宽敞，这是买车的时候首先考虑的因素，	5
因为平时除了接送客户，还要拉一些货，cm7的空间绝对令人满意。	5
看看国产牌子的车，结果一下子就被和悦RS外形吸引了，	5
内饰也是很漂亮实用，	5
同事朋友每次出去都喜欢坐我的车，因为空间大呀，	5
后备箱还能装下烧烤炉和水桶，真的很方便。	5
S较稳，80到100码是最为舒服的速度，	5
车内噪音不大（换了轮胎会更好）	5
视野好，空间感好不压抑，开起来很舒服。	5
哈飞赛马不错，空调不错，	5
就是配件贵了点，上次坏了个电路版花了4000多块。	1
油耗大，	1
动力不够理想，刹车不够稳，服务不好`~	1
帝豪我最满意的还是他的动力，动力强劲，	5
内饰非常有科技感，	5
新帝豪在每个地方的表现都比较让人满意，	5
外观要是再时尚一些会更好，会更受欢迎。	1
缺点：隔音较差，	1
发动机的轰鸣有点像跑车，	1
说实在的发动机的力度也像跑车；	1
档位行程较短应该算优点，但档位感不是太明显，需要适应；	1
挂档杆和中间储物箱的设计很不合理，两者距离过近，挂档时必须抬起肘部，	1
这是我最难以忍受的；	1
缺点：地盘低，减震软，转弯半径大，塑料件多。	1
优点：操控性好，动力足（1.5L），无维修适合一至两人使用，个性化车。	5
逍客的车子在内饰方面都是走实用路线，实用性很强，	5
做工也很精细，材料方面也很厚道，	5
这样的车消费者开着舒心。	5
E300的储物格都被很巧妙的隐藏起来。	5
手套上分成两个，副驾驶座座椅下面还有一个不小的储物格，可以当做鞋盒，	5
旁边还有一个网袋，非常实用。	5
买车选车的时候，进入大众4S店，老婆一眼就看中了新朗逸，	5
外形时尚，空间也足够家用，	5
虽然价格相对其它价位的同级别车型稍高一些，	1
最后还是买下了它	5
经典全顺外形大灯很喜欢，	5
动力好，也省油，	5
只是挡把有点长了，不符合年轻人的习惯，	1
希望厂家做称像新世代全顺一样的挡把。	3
上周因为赶时间，也试了一次较猛的开法，在不计较油的情况下，是跑得相当爽，	5
车子短、加上相当不错的操控性，左突右突，路上很多车都只能看我尾灯。	5
操控性好，高速稳，	5
中控台我中意，	5
没USB插口太不爽了，	1
油耗我感觉还能接受，7到8个左右，	5
我开了11500多，500转以上换挡提速没有些人说的那样肉，家用足够了，	5
我觉得奔奔很不错，	5
但对我来说最大的不足就是车身太短，	1
如果再加长30CM就好了。	1
对于网友们说的发动机噪音、隔热层、门把手等，对我来说，可以忽略不计，因为毕竟只有3、4万的车。	5
省油，1.4T提速超级快~各种舒心~	5
后桥和底盘改进后感觉还不错，至少过起伏路很稳定。	5
就是悬挂有点硬，坐在后面过一些减速带还是有点感觉得~	1
买车两年跑了三万多公里，总的来说油耗8个左右（综合路况），动力一般够用，	5
加速超车就免了吧。	1
内饰对得起这个价位，空间可以，	5
外观小帕萨特，当时就是看上外观了	5
CC真不愧为大众最美的车，确实给力，	5
在路上总是能招来很多回头率。	5
CC比一般的轿车都略低一些，流线唯美，屁股丰满上翘，	5
无框车门，超大天窗，完美结合呀。	5
动力不足，起步有点肉。	1
加速一般，没有推背感。	1
当初买车时冲着307去的，结果到了4S店，相中了308，	5
先不说配置动力等等，光是这个外观造型确实够拉风，	5
除了标致家族惯用的狭长的前大灯，引擎盖上4条硬朗的线条让小8看起来性感，	5
我比较喜欢这样的造型，时尚而且看起来比较有活力。	5
丰富的科技配置所带来的驾乘舒适性可以说是同级别车无法比拟的。	5
诸如电动天窗、多功能方向盘、行车电脑等中国消费者看重的舒适性装备，在L3锋畅上都是标准配置，不值一提。	5
无钥匙进入、一键式启动还有自动开启的前大灯等智能科技配置也应有尽有。	5
而最大的亮点集中在中控台的液晶屏幕上，	5
它集成了车载影音、DVD、NAVI语音电子导航、倒车可视等丰富的功能，而且可以通过触摸屏直接控制。	5
尤其人性化的是，各种功能按键都采用中文表标识，相当的方便、实用。	5
微笑设计的座椅：座上去腰部不太踏实，有空的感觉，	1
头枕几乎也不起作用，	1
因为突出了背部，腰和头就只好受委屈了，	1
名字起的好听，但并不实用。	1
胜达的舒适性我是给满分的。	5
空间足够的大，三排座椅坐得下7个人，一点都不拥挤压抑。	5
真皮的座椅有加热通风功能，角度调节想怎样坐就怎样坐。	5
车中间反光镜太低，看不见右边情况，	1
而且一档不像其他车那么好起步，慢抬离合可以开出，像其他车那样一抬一加车不对劲。	1
请大家不要购买新君威，	1
我说的是实在话，因为该车的毛病太多了，	1
比如我的车，发动机异响，刹车前串，电子稳定系统故障，还有油耗高，等等。	1
的确问题多，	1
我原来是多么看好新君威，结果我很失望	1
新凯凯车不错的一款车，国产SUV后起之秀，	5
支持新凯凯胜，	5
从广州到湖南，来回2000多公里，在车内的时间比较长，感觉阳光车的装备比较齐全，	5
电动后视镜、ABS、6碟CD等一般都有，	5
不过座椅是手动，没有天窗。	1
在实体店试车，小虎的全系标配的自动落锁功能，还有新增的倒车雷达功能，配置挺丰富的，	5
还有个“伴我回家”功能，还蛮实用的。	5
总归一句话，我试驾C2的时候，感觉就像风火轮，跑起来那叫个带劲。	5
大众车一向都很低调的感觉，但是这款车给人的感觉却有一种说不出来的霸气。	5
在外观设计方面，途锐线条流畅优雅，给人男性的力量感。	5
非常简单大方的前大灯和进气格栅设计凶悍中不失沉稳，	5
尾部的设计也非常饱满，充满运动感。	5
高端大气，性价比非常高，	5
可以送的差不多都送完了，	5
目前行驶7556公里，没有发现有什么毛病，	5
隔音效果不错，很安静，	5
同价位的车我比较满意。	5
在空间和动力方面，威旺306优势明显。	5
其最大载货空间超过5立方米，前排座椅可向前折叠，最长装载货物超过3米，	5
座椅拥有多达11种空间组合，根据使用需求随机应变，灵活应对各种装运需要。	5
威旺306采用动力强劲的全铝发动机，比传统铸铁发动机重量减轻30%，散热性更好，明显降低发动机噪音，提高驾驶舒适性。	5
骏捷空间大，价格实惠，操控优异，外观大气时尚，	5
综合工况油耗：7.7-9.9L实在的家用轿车，	5
就是内饰颜色有点老，只有一种内饰颜色，没有多余的选择。	1
离合异响！这是我最烦的一件事！	1
低档起步离合放开后切换到2档时是最明显的，	1
好象是变速箱传来的“卡咯”声，伴随的是踉跄感。	1
几次到4S店都说是正常的，我也试了其他的福克斯也有这种情况，	1
这说明是设计的问题，说明长安福特技术不够成熟。	1
很想买，但是315后发现尚悦用的居然也是锦湖轮胎，很失望啊，	1
舒适版钢制轮毂丑啊！	1
价格方面要是优惠幅度再大些就好了，	1
期望值7.3万元	3
东风标致508与同级车相比，在性价比、空间以及操控性方面都有较大的优势，	5
市场表现力相对来说比较不错。	5
总体看来，标致508是一款比较不错的家轿，	5
更高的市场销售量值得期待。	5
这车在乘坐时可以感觉到前排座椅对于背部的支撑与包裹十分到位，	5
同时前排座椅坐垫长度也很合适，对大腿部分的支撑充足，	5
好羡慕啊，有钱果断买。	5
变速箱有点毛病，挂档有点费劲，	1
高速行驶时方向指向性不太准，	1
后减震硬，管路老是开裂，	1
车内噪声挺大的，	1
内饰不太怎么好！	1
最满意的还是整车的性价比。	5
最不满意的就是内饰了，	1
内饰的的精细程度以及做工还有待完善，	1
毕竟是个人花钱买的，还是希望越精细越好，省得以后被车主反馈不好的消息以及问题，	3
马自达3底盘转向发飘。	1
电路不好。	1
尤其是后备箱左上角线路，冬季开关后备箱，线路总断。	1
而且保险丝和保险对照表不准。	1
外观没得说的，漂亮又大气，	5
配置高还有ESP电子稳定系统和ECO经济节能模式，	5
动力、操控方面的表现还是蛮可以的。	5
不满意的是第一：漆薄，随便擦下掉一大块。	1
第二：噪音大，只要车子在路上跑总有硬塑料的碰撞声还有胎噪。	1
多功能方向盘按键失灵，	1
停车的时候拉起受刹，隔一两天再去开车手刹放下去了，刹车却不能弹回去，	1
说什么还装有ABS防抱死系统，后悔莫极啊。	1
在2000转的转速时有点抖	1
120公里时速时发动机暴躁期声音比较大	1
胎噪大，特别是高速开后车窗时，如果车轮缝隙上在夹有石子，声音很不舒服。	1
高转速发动机，基本上3000转以后自动换档。	5
莲花型的大脚果然舒服，	5
不仅跑起来飞快，而且相当稳，舒适度很高。	5
高尔夫GTI外观酷，性能好，	5
就是价格有点贵。	1
不过好东西自然会贵点。	5
总之大众的车应该是值得信赖的！	5
期待着它的降价！	3
1.8T还要25W几，君越2.0T的才25W几，CC没法和君越比，	1
动力没君越大，没天窗，车长相差20CM，	1
搞错没，外观也没君越大气。	1
还要那个价钱，去抢吧。	1
个性的前脸，裸式机车大灯，看了一眼之后就魂飞魄散啊！	5
第一眼看到它就被它迷人的大眼睛吸引了，	5
内饰也是年轻一族的不二选择，	5
如果能把1.4和1.6的发动机提升一下，相信绝对对得起咱性能小钢炮的头衔！	1
最满意的是这车的底盘设置的非常扎实，	5
开的时候稳稳当当，急转、调头，都很稳，	5
不满意的是这样一款车却没有储物格，	1
这个不可理解。	1
最喜欢的就是它的动力，	5
2.0T的发动机，一脚踩下去，整个人就像飞起来啦；	5
其次就是它的外形，有棱有角，	5
水滴型的前灯特别给力，给人一种随时准备战斗的感觉，	5
一开出去完全hold住全马路，完全符合我90后的张扬。	5
不满意的是空间还是有点小，	1
特别是后排座位，中间部分，有点挤，坐上去不是很舒服，	1
英朗的车重达到了1380KG，应该说在同级别的车重是最重的，可见在做工上有多大的料。	5
虽然减震有点偏硬，	1
但是我们走的道路都是“康庄大道”，应该没有问题的。	5
内饰也是没说的，做工细致，	5
特别是接缝的处理，隔音棉等等都是一级品，没有黑心作怪。	5
外观炫酷，内饰漂亮，比同级别其他车漂亮很多，法国人的设计比较独特，别出心裁，大胆，前卫，	5
可能不像神车途观那样被大多数人接受，但绝对能吸引一批忠实拥趸，	5
空间、操控、性价比等都是很棒的，	5
我感觉还是很不错的了。	5
选择购买帕萨特，因为他是中级车的代表，	5
另一方面就是更喜欢帕萨特的外观，	5
