clause	polarity
首先就是新款全系加装了后防撞钢梁，以及增配了侧安全气囊，这让新思域的安全配置上升了一个台阶，	5
再加上驾驶席上的主动式安全保护头枕，可以全方位的保护驾乘者的安全。	5
LD上去好好感受了一番，对新思域的这些方面非常满意。	5
感觉还可以就是价格有点贵了	2
车的操控性，柔韧性不错，驾驶位舒适程度不错。	5
车的防噪音不错，提速很快，音响很劲爆，内饰很高档...	5
艾力绅是一款性价比极佳的实用性MPV，兼顾了商用和家用。	5
空间大，性价高，油耗低，绝对的MPV首选！	5
总体来说，买个夏朗还是很划算的。	5
全景天窗车内好多储物格，7座空间大，等等太多满意的地方，	5
过年带爸妈去串亲戚，开着车一点都不觉得挤，特别方便。	5
当初看过很多车，但是综合比较性价比，还是利亚纳A6的综合性价比高一些，	5
平时代步，偶尔出游，油耗问题可以基本忽略，	5
有时拉东西，空间够用。	5
总的来说这款车我是相当满意的，	5
座位饿232设计满足了我既要坐人又要拉货的要求，	5
而且价格实惠性价比超高，	5
我都向我周围的朋友介绍这款非常不错的大七座SUV	5
本人提车已经是十三天了，基本上天天70公里多，感觉真的很不错，很给力，喜欢很喜欢。	5
动力节油还有就是他的豪华配置，实惠的价格！	5
我选择的不错！	5
VV前后排的空间都很宽敞，	5
本人1.82M，较胖的体型在前后排坐都比较舒适。	5
后备箱的空间足以应付三口之家的旅行所需，	5
可移动的遮物帘比较喜欢，充分体现出SUV的空间优势。	5
外形美观大方，多功能方向盘倒车影像定速巡航冷暖空调应有尽有。	5
油耗低我喜欢，	5
一键降窗不喜欢随便一按就到底了	1
缺少行车安全锁。	1
自己的第一部车我喜欢	5
希望厂家继续努力以后换车还换凯翼。	3
外观大气，富于动感，屁股上翘，很有看点，在街头一眼就能发现它的与众不同。	5
操控性真叫爽，指哪打哪。	5
音箱音质不错。	5
最满意的是整车的做工扎实，质量有保证，非常满意沃尔沃这款车。	5
但是还是希望能够改进的是这车的悬挂调校的过硬了，不是很舒服。	3
今天去4s店，本来以为只能试乘，结果被告知可以试驾，	5
先看了车的外观和内饰，功能配置超多，	5
外观不错内饰也很不错，很时尚。	5
当时考虑的车也很多，这辆车最终是唯一能够满足我所有需求的，	5
外观漂亮，动力也够用，	5
高科技功能也比较全，	5
空间也实用，	5
总体来讲还是满意的，	5
希望质保期内把所有小毛病都暴露出来修了以后安安心心开！	3
车开的不多，但是非常满意，	5
该车性价比还是很高的，	5
耗油量不高，操作特别方便，	5
个人觉的更适合女生开，驾驶起来非常稳，	5
甲壳虫的空间比较小，	1
但是外观非常小巧漂亮，比较在意外观的可以考虑考虑，	5
上档次，用料也厚道，	5
能驾乘触碰到的地方基本是软的。	5
那数字仪表盘，启动时的自检转动，尤其是那大大的转速表给你很科技前卫的享受	5
最满意的就是空间，这个是我真的没有想到的，	5
这个车的空间确实实实在在的，就是给你一种大空间，让你可以任意使用。	5
不满意的是内饰的材料和做工真的很不好。	1
左右两后视镜开合不同步，可能是我车个别情况，但还是不爽，	1
各位买家提车时，注意检查，	1
车顶灯真实情况没有宣传的好看！	1
之所以买这款车其实奔着外形去的，	5
当时看中这款车就是我的心被外观给勾走了，	5
后来试驾后感觉不错，价格合理，就选择了这款车！	5
小毛病太多！	1
3年出现以下问题：发电机坏，车门下垂，空调坏，窗玻璃不好用，轮胎和轮辐基本换完，后视镜不能复原。	1
本想支持国货，却带来不少烦恼。	1
长安的车一向走的是安全性为准，这款也不例外，	5
但作为国产车，这个价格基本是失去了优势了啊。	2
和北汽的E系列相比，性价比明显有所下降~	2
350广告单配置信息轮胎怎么会是乾胎，	1
车漆颜色为什么以550为准，	1
穷对付，不可信，	1
工作人员素质太差了。	1
对于小四，我最先看好的就是它那动感时尚的外观，真的让我很着迷，	5
后来试驾以后，觉得动力方面也没有让我失望，	5
还有内饰的材质也是环保材料，坐在里面多久都不会有异味，	5
总之这款车是我平时买的第一台车，也是我最钟爱的，	5
选择小四，我不后悔。	5
10.1天津车展订车，10月31日提车，目前行车总里程近3K。3个月来这车给我的感觉依然如初，	5
外形漂亮，车内舒适、空间大，	5
短板是动力。	1
桑塔纳的外观尽管不够现代，但合适的比例和不错的线条感使得整体上朴素无华，相当耐看。	5
内饰方面保持了大众车典型的风格，	5
尽管设计年代久远，但用材讲究，做工细致，拥有不错的观感与触感。	5
2548mm的轴距提供了舒适的驾乘空间，	5
外加442升的行李箱容积，为居家旅行提供了良好的储物空间。	5
外观到内饰的中庸和经久耐看已经成为消费者首选桑塔纳的主因之一。	5
转向指向性不错，高速时候很稳，有次不小心时速上100km了，都没感觉出来！	5
档位很清晰，没有顿挫的感觉！	5
外观上尚悦最值得提及的地方是车头，六辐条镀铬条形中网具有很强的视觉冲击力，这是中高级轿车经常采用的设计元素。	5
前大灯采用了鹰眼式透镜设计，不仅看上去显档次，而且使用起来更能体会到它带来的好处。	5
CR-V是一部性价比非常高的一款车，	5
无论动力、空间、外型，都是其吸引人的地方。	5
20W左右的车，如果论综合得分的话，最高的我还是认为是CR-V。	5
整体来说我觉得浪迪的空间是它的最大优点，	5
其次来说它的外表在车型当中也是别具一格，	5
内饰也还好。	5
1.2L的发动机的油耗还是能叫人接受的，	4
外表成熟威猛，内部空间舒适，商用的话空间绝对给力。	5
这款车最大优点就是他的外形，非常的时尚大气，走到哪都吸引眼球，	5
特别是前脸好看，	5
车尾显得臃肿，	1
不过尾灯好看。	5
但是也有缺点就是悬挂有点硬，不是一般的硬，	1
虽说是SUV，但是还很不舒服的。	1
这款车最大优点就是他的外形，非常的时尚大气，走到哪都吸引眼球，	5
特别是前脸好看，	5
车尾显得臃肿，	1
不过尾灯好看。	5
但是也有缺点就是悬挂有点硬，不是一般的硬，	1
虽说是SUV，但是还很不舒服的。	1
最满意的就是它的操作特别的棒，	5
人车合一做的很到位，	5
还有外观，空间都是很不错的地方，	5
基本上也没有什么不能接受的大毛病，车无完车，可以接受。	4
因为此车外观设计没有明显的模仿痕迹，很是大气。	5
不像看到其他自主车，会想到其他车款。	5
感谢设计师为我们设计这一款外形时尚，紧随时代审美观的这款车。	5
内饰蛮不错的，	5
天窗也很好。	5
外形非常好看，	5
但是，做工还有待提高，前舱盖左右的缝一个大一个小，	2
提速太慢，车的档把一直发抖	1
第一次买了辆CVT的车子，开着就是很舒服，	5
加速还是很快，没有以往换挡的顿挫感，	5
据说比自动挡的车还省油。	5
可能后排座椅折叠没我想象的那么容易，要费点儿劲儿。	2
非常适合跑高速，也能带来较低的油耗。	5
我一般不想开快车的时候速度保持在110，与前车距离保持在80-100米，遇到前方车辆刹车，操作起来也比较从容	5
一汽-大众CC凭借惊艳的外形表赢得广大消费者的关注，	5
2.0TSI+DSG双离合变速器的完美搭配在动力方面给予了这款雄厚的底气。	5
不可否认大众CC是我见过的外形最漂亮的大众车。	5
在内饰方面的设计也几乎毫无缺点。	5
这样车子难怪会供不应求。	5
确实很不错~	5
样子拉风，回头率真的很高，	5
空间很大，配置已足够，满足我家用的所有需求	5
空间很大，表现的很好，	5
油耗很低，已经超出了我的预期。	5
不满意的豪华版没有导航，	1
减震有点硬，前边杠子软软的，后边软软的，车门软软的，有一种一靠上就想塌下去的感觉。	1
爱丽舍的各项配置都很齐全，	5
在变速箱方面，有5挡手动和4挡自动两种型式可供选择，两款变速箱技术都很成熟，	5
换挡时顿挫感较小，开起来很舒适有感觉。	5
车的做工细，材料厚实，在安全方面考虑较多，	5
总的来说非常的不错，	5
这样的价格能买到这款车我觉得是物超所值，	5
不管是在外型、操控、舒适都很好	5
油耗有点高了现在2200百公里了，8.1的油耗！	1
我个人看来真的有点高了！	1
另外方向盘有点歪，	1
发动机有点发抖！	1
上120M的时候抖得更厉害！	1
上坡想超车的话有点困难必须要减一个档才行！	1
H30的空间较大，很适合家用，开了几次之后就慢慢熟悉了，	5
小H的操控性还是比较好的，	5
我现在开着相当顺手，	5
油耗也比较低，	5
还不错，喜欢得很。	5
车里的内饰的还是可以的吧	5
就感觉加速不行啊，油门踩下去没有力啊，	1
平常没怎么开，5月3号提的车两个月多一点才开了2183公里，轮胎居然有的地方突出来了，	1
NMD什么鸟车，难道要我放着不开吗	1
我新买的蓝色，感觉座椅离顶棚的距离太低。	1
再有就是仪表盘没有时间显示晚上看时间太不方便了，	1
应该在里程表的显示栏里加上时间显示就好了。	2
迈锐宝是雪福来旗下一款入门级B级车，价格比较实惠，	5
外形追求时尚年轻，很受年轻人喜欢，	5
这款车型也荣获三宝之一的美称，	5
个人比较喜欢这款车型的大空间以及完美的操控性。	5
迈锐宝，现在这款车型16万就能买到，	5
相对于不怎么景气的车行业，迈锐宝已经打出了名声。	5
空间利用率还是很高的，如果有需要拉货的话，可以把第三排座椅收起来，这样能腾出不少空间了。	5
车身有点薄，日系车的车身都不是很厚实。	1
本人10年1月的新索自买车后出现的种种问题：	1
新索的隔音极差，车门总有响动。	1
新索的DVD用了半年已经坏了，读不了碟，售后极差。	1
最严重的是跑了一次高速发动机爆死，厂家找各种借口不给赔偿。	1
各位小心购买，血的代价！	1
好车就是好车，动力够用，操控也不错，	5
主要就是空间大，车子很好开。	5
说实话，这车还成，	5
内饰我比较喜欢，很精致，	5
就是储物格少点了，商务和家庭两用，	2
就是我不适应后视镜放在门上，感觉怪怪的，看着后视镜不舒服，要不然我肯定考虑508的。	2
七代凯美瑞我刚买回，感觉还可以，	5
就是有些小毛病：噪音大了些。	2
买回来遥控钥匙打不开后备箱，当时下雪着急回家没有试用。	1
车载蓝牙设置不了。	1
优点：空间大、时尚、大气、	5
提速也还可以，减震舒服。	5
车里的内饰的还是可以的吧	5
就感觉加速不行啊，油门踩下去没有力啊，	1
平常没怎么开，5月3号提的车两个月多一点才开了2183公里，轮胎居然有的地方突出来了，	1
NMD什么鸟车，难道要我放着不开吗	1
还可以吧，车型大方，中控台也喜欢，	5
起步速度有一点点肉肉，	2
A柱好点挡视线，不过习惯了就好，	4
还有就是减震跟胎噪有点大，	2
其它现在还没有什么问题，	5
油耗还比较满意，城郊结合七毛多点一个公里。	5
车身尺寸比途观的那些SUV是足足大了一圈的，	5
所以内部空间自然也是大，	5
七座的安排合理，	5
前两排空间没问题，	5
第三排做成年人比较局促，只能坐小孩或者放东西。	2
第一感受，不拉货其实有很多选择，我说的是实话。	1
动力一般，夏天开了空调就惨不忍睹了。	1
噪音是最头疼的，	1
希望以后能改进！	3
手舒版的车配置挺舒服的，	5
头枕什么的都还蛮好用，	5
最满意它的动力，	5
已经跟朋友飚了几次车了，每次都赢的很轻松，晚餐全靠它了，必须得赞一个呀。	5
油耗也降下来了，差不多七个油，很满意这个油耗，省油也就是省钱啦。	5
总体感觉这车还可以，速度、外观够我用了，	4
关于内饰我感觉中空台、尤其是音响和空调系统的外观有点单调了，显的很空。	2
花冠起步非常迅猛，	5
离合器和油门很灵敏，	5
挡位清晰，有吸入感，转弯半径小，在城市中显得非常灵活，调头很轻松。	5
这车性能、尺寸、配置等各方面都不错，或者够用。	5
但就是车头（车脸）做的太难看。	1
特别是俩眼，咋看都丑。	1
咱周围有太多的人对这车都是这评价。	1
首先这个价格还挺便宜的，	5
3万多块钱的车带助力带空调，非常好，	5
而且空间相当大，	5
我本身就是拉货用，一次就都装下了，非常的实用，	5
1.5的排量，动力性比较足，	5
唯一需要改进的把玻璃换成电动的就完美了，	2
总体来说说非常经济实用。	5
感觉这款车还是不错的，	5
各个性能也比较符合我的要求，	5
价格也不是很高，	5
性价比也比较高，	5
这个车开出门去也可以装一下，还能装点面子，	5
感觉挺好的，真是买值了！	5
1300公里感受，走不平路面时噪音极大《胎噪》。	1
车内有异响不知是哪里！	1
现在安全带提示显示灯坏掉	1
晕才1300公里	1
利亚纳空间足够大、油耗低，符合普通家庭对车的需求；	5
皮实耐用，养车成本低；	5
底盘略低很适合跑城市道路，	5
开空调时油耗适中，可以省下不少的银子，	5
总之铃木利亚纳品牌符合城市家庭购车的一切标准。	5
很适合我这个刚出来创业的小青年，	5
车子很实用，性价比高，价格又实惠公道，很划算的车。	5
空间也还挺大的，	5
选了这么久的车，最终的选择还是相当满意的。	5
我觉得cm7外观设计真的不错，时尚大气，有进口品牌的感觉。	5
前脸的前凸式格栅加上晶钻式的大灯空间非常宽敞，这是买车的时候首先考虑的因素，	5
因为平时除了接送客户，还要拉一些货，cm7的空间绝对令人满意。	5
车子真心好，配置没话说，	5
但对我来说有两点不足，	1
一个是为什么不配全景天窗呢，全景玻璃窗也行呀。	1
还有就是希望你换车标，换了我绝对买比亚迪	3
缺点：隔音较差，	1
发动机的轰鸣有点像跑车，	1
说实在的发动机的力度也像跑车；	1
档位行程较短应该算优点，但档位感不是太明显，需要适应；	2
挂档杆和中间储物箱的设计很不合理，两者距离过近，挂档时必须抬起肘部，	1
这是我最难以忍受的；	1
后排座椅设计得非常糟糕，	1
靠背太直拉，后面的人坐着很不舒服，	1
尤其对于我们家小孩，长时间坐严重影响他们脊柱的生长和发育。	1
小三的操控性能还是挺好的，在转向的时候比较平稳；	5
但是就是转向在原地打的时候比较重真心的累啊！	1
和WL的比比也差多了！	1
车的外形和动力都可以，	5
就是给配的轮胎太差了，新车刚跑了100多公里就爆裂了，	1
4S店讲轮胎他们不保修，要想解决这个问题要我去找相关部门鉴定后再打官司，这是什么服务呀！	1
我的燕子使用了三个月，跑了三千多公里，进4s店三次！	1
发动机输出轴油封漏油；	1
右后门电动波失效；	1
刹车软（刹车管道里排出空气）；	1
水泵漏水；	1
原分电器座口漏油。	1
油耗低，想想省的都是自己血汗钱啊！	5
另外乘坐空间还算够用，	5
后备箱口就太小了，	1
放大东西，要比划半天看能不能放得下，真愁人。	1
耗油量大，做工粗糙，	1
北方的朋友不知感觉到没有，脚下的热风形同虚设。	1
热风打开后噪音大，像是开火车，	1
希望商家改进~	3
外型不大，但车内空间就较大！	5
水杯放置的位置，前排就在空调出口处，	5
冬天可以帮助加热一下，夏天，可以降温一下，不错的设计	5
超MAN的车，喜欢！	5
外形很硬朗，越野性能也不错！	5
卓越的越野性能！	5
很喜欢牧马人！	5
外观很时尚！	5
这车一上街也太抢眼了！	5
当时也很纠结，主要是车型上，想买SUV，不过钱不多所以就选择了A30，不过还是很满意的，	5
主要空间，外观和油耗都不错。	5
简单时尚很大方，很喜欢的一个原因就是外观，内饰和外在一样简单，但很实用，	5
储物格很实用哦，	5
A30的空间相当给力，	5
不输给SUV车型，操控起来很舒服，	5
人车合一，价位能接受，挺适合普通家庭的。	5
车子小毛病太多了买了没有一个月，后备箱锁坏窗户呼啦呼啦响，	1
喇叭不灵，	1
雾灯不亮右后门不好开，	1
陕西铜川竟然还没有售后，	1
不过这个车子机器不错。	5
逸动买了七个月了，发动机有异响，	1
都一个多月了，而且声音特别大，	1
去四S店好几次了，还是那样，	1
头疼啊郁闷啊	1
舒适性比较满意，	5
但整车安全性能太差。	1
你们看看底盘，油管外露突出，稍有外物碰撞油管就很有可能脱落；	1
前防防撞钢梁太薄，后防撞钢梁是2个薄沫；	1
车身铁皮太薄.........	1
外观漂亮，性价比超高，	5
车子的调校兼顾了低速时扭距输出和高速的燃油经济性，适合家用，	5
三档后动力输出充足、线性，能获得不错的加速感受。	5
不满意的是胎噪了吧，	1
玲珑胎实在是不好用，还容易夹小石子。	1
操控性真的很好，	5
各项需求都符合本人口味，	5
悬挂我觉得也很好，个人喜好吧，	5
外观时尚，霸气，动力充足，动力输出线性，	5
3.0V6和四缸发动完全不一样，自然吸气才是王道。	5
不满意的是没有全景天窗和后排没有空调出风口	1
挺舒服的感觉。	5
动力挺不错的，相当强劲，	5
车子的底盘很扎实，	5
高速跑起来车身也是很稳的。	5
这车总体感觉还不错，	5
现在大街上很多这车，以后修车应该不会太贵。	5
这车经济油耗小，在市区里开挺合适的，	5
后备箱空间足够，外出带东西很方便。	5
我的荣威550已经陪伴我九个多月了，自己的感觉是非常满意，	5
外形很大气，	5
内饰更是自己觉得很自豪，	5
那中空仪表盘，都很值得欣赏	5
外观不用多说了，就是比较同级别的其他车型来看，确实比较稳重。	5
前脸敦实大气！	5
屁股很翘很性感呵呵~	5
跑长途耗油相对较少，	5
车身密封性不错，车内音响效果不错。	5
外观山寨就不用说我们接受，	4
内饰是几年前的设计已经OUT啦，	1
麻烦再人性化一些，比如多几个储物格，中控台液晶屏等等。	1
杰德的隔音效果真的很好，	5
跑到100码风噪也几乎听不见，控制的很不错，	5
买车就是为了方便平时上下班，表现很不错，	5
造型也不错，同事都很羡慕，很有面子。	5
我是去年8月份买的11款的，提速快，车身灵活，	5
后座变幻后的储物空间很大，	5
但已有N次的发动不起来，	1
驾驶仓的座位感觉不舒服，	1
车身的漆比较薄轻轻一擦就有露“骨”了！	1
艾力绅的乘坐空间和储物空间非常大，秉承的是本田家族一贯的“乘坐空间最大化，机器空间最小化”的原则，	5
而且第二三排的座位可以完全放倒，长途旅行时可以当床睡，特别舒服，	5
大爱艾力绅。	5
为了买这个车可没少跑路哈，结果价格就那样了，	1
但是5.1购车优惠送了装饰大礼包，还是为自己省了不少钱哈。	4
这个价格还是不错了，	5
总体来说买的还算值当。	5
空间大、油耗合理、舒适稳定值得赞一个！	5
无论是它的外观、还是操控都是同等价位中性价比较高的，	5
开了1个多月了，感觉特别满意。	5
在外观内饰上，比较喜欢的就是前脸的重新设计和腰线的处理，	5
整车变得丰满；	5
内饰上的多功能方向盘和ECON系统还有那个很有诱惑力的一键启动，都是首先吸引到我的地方。	5
每一个买思域的人都有个中控情结，真的很漂亮的中控，	5
造型非常的科幻，双层仪表盘让人的一瞬间就能爱上。	5
传说中的开飞机的感觉啊，真心不错。	5
多功能方向盘按键失灵，	1
停车的时候拉起受刹，隔一两天再去开车手刹放下去了，刹车却不能弹回去，	1
说什么还装有ABS防抱死系统，后悔莫极啊。	1
之前一直买的国产车，小毛病不断，	1
经朋友介绍，购买的上海大众斯柯达德系车，一进店就相中了明锐，	5
期望值达到后，当天提的车，跟销售顾问也比较谈得来，相当爽快的。	5
内部空间挺大的，外形也好看，	5
试驾了一次车的性能挺好，	5
性价比也高。	5
家人也都喜欢。	5
耗油量大，做工粗糙，	1
北方的朋友不知感觉到没有，脚下的热风形同虚设。	1
热风打开后噪音大，像是开火车，	1
希望商家改进~	3
相比同类车型，H5长宽高及轴距都小于同类别产品，灵活度那是相当滴高哇。	5
在交通拥挤及路线纵横的路况下也能轻松通行。	5
对车顶曲线设计、座椅排序、内饰配色等设计上的运用也比较科学，	5
乘坐舒适性好。	5
今天刚提了一辆蓝色低配的启腾M70，那颜值简直是车见车爆胎，	5
内饰空间大，载重1.5t，青岛啤酒能装77箱，比较实用，	5
老板也非常热情爽快，不仅买了新车还交了朋友，很值得！	5
K4在同级别中，性价比很高，	5
无论外观还是内饰，还是空间方面，有着很大的性价比和优势.	5
不满意的是车没有ESP。	1
从外观上来说，这车稳重大方，线条简洁，开出去很有面子，	5
在内饰方面，做工也比较精细，	5
动力虽然算不上很强劲，但是家用的话完全够，	4
燃油经济性又好，买了绝对不会吃亏，	5
我的豪华版很上档次。	5
车内空间由于轴距的增加而进一步扩大，	5
坐进车内，前排头部的空间宽阔，腿部仍留有较多的富裕空间；	5
后排则有3指左右的头部空间，1拳左右的腿部空间，与同级车水平基本相当，然而相比外形尺寸，睿翼在空间利用率上则有一定的优势。	5
从凯美瑞的内饰来说，最漂亮的要数仪表盘了，不管白天还是黑夜，都是那么清晰。	5
不是我夸口，仪表盘比我朋友的皇冠的还漂亮！	5
坐椅也不错，包裹性好，舒服。	5
选这款S3是因为它价格相对可以接受，	4
外观相当年轻化，	5
动力和驾驶对于市区SUV车型来说很易驾，	5
空间坐进去感受还是很阔绰的，	5
后备箱600L那是相当的大了，	5
S3价格不高、外型富有个性的一款SUV。	5
总之既考虑了实用性，又美观又经济。	5
大众CC经历了半年的考验，口碑越来越好，关注程度越来越高，	5
其性能优越，外形漂亮，内饰豪华，安全系数高，是绝对好车。	5
优点：外观好看，车距不错，配置也不错。	5
缺点：油耗过高（可能和我的驾车水平有关）动力不足，提速时太慢了	1
整体来说我觉得浪迪的空间是它的最大优点，	5
其次来说它的外表在车型当中也是别具一格，	5
内饰也还好。	5
1.2L的发动机的油耗还是能叫人接受的，	4
外表成熟威猛，内部空间舒适，商用的话空间绝对给力。	5
我进入车内空间坐了下，感觉到了日系车的气味——恶心的化工味，	1
而内部做工更是粗糙，真皮座椅的针线都不是很均匀、细腻。	1
买车选车的时候，进入大众4S店，老婆一眼就看中了新朗逸，	5
外形时尚，空间也足够家用，	5
虽然价格相对其它价位的同级别车型稍高一些，	2
最后还是买下了它	4
那天我去4S店看了看昂科拉，实在太小了，	1
无论是外形和内饰，价格也高了，	1
如果家用勉强可以，但是出去的话真的笑了，	1
我决定换车了。	1
外型，使用两年多后，感觉比较意外，比想象的要好	5
车子用料好，开着踏实放心，	5
还有行驶中的噪音很小，	5
发动机和胎噪都很小。	5
第一次看到思铂睿就被它吸引了，试驾过操控很棒，	5
高速刹车，高速过弯非常稳。	5
有人说日系车不安全，我想开坦克也可能撞死，必竟开车不是来撞的，还是要看车主的安全意识。	4
现在这个车优惠也蛮大的，	5
这个价格买这样的车，现在来说，性价比还是蛮高的。	5
开了一周多的旗云5，没有发现什么太大的问题，总体感觉还不错。	5
虽然是新车，但车内异味不是很浓	5
方向盘很轻，质感和握感都不错	5
起步、加速有力，油门响应比较到位，	5
起步加速、制动减速，底盘显得很扎实	5
油门、刹车脚感好，	5
档位清晰，感觉不像是在开车，有点德国车的意思。	5
雨燕车前、侧方外观造型都比较符合我的审美观，	5
截止目前我的车来说，燃油经济型不错.	5
外形设计很一般，	1
前前脸有点像标致的车，后面又有些像本田的CRV，丝毫没有自己的特点，	1
再说，我不喜欢韩国的车，安全性能太差了	1
外观内饰都漂亮，	5
做工看上去也好呀。	5
希望它的可靠性也好，	3
如果性能稳定，这车必大卖。	2
因为这性价比，这尺寸，不是一般的给力呀。	5
前排座椅的包裹性很好，	5
可惜经典版的没电动座椅（我和我老婆换的时候有点麻烦），完全没坐过后排座椅，所以没有发言权。	2
高速过弯的悬架支撑性较相近价位的suv来说，优势比较明显，对侧倾的控制力良好。	5
再说新车嘛，没有什么七响八响的，总之满意。	5
安全上的做工还是比较到位，	5
空间还是比较大，	5
外形挺好的，	5
操作性相当好。	5
就是视线狭窄，后视镜太小看不到，	1
冷空调太不给力，	1
内饰的一些装饰不实用。	1
雪弗兰景程很特别，	5
车很不错，价格非常实惠，	5
景程实际定位于中级轿车，就是和凯美瑞，雅阁对抗的车子，自然外观稳重大气，	5
空间也十分大，	5
内饰方面也有几分稳重感觉，	5
新捷豹XJ是一款加长轴距全景奢华版，预计的售价在200万左右，价钱定的有些高了，我觉得应该不会那么贵，	2
全景的天窗我很喜欢，	5
从操纵上看，方向盘指向清晰，车小，转弯，操纵都比较灵活。	5
大家关心的抖动问题没有，可以说一点不抖，	5
而且车静音好	5
后排乘坐空间以及前脸的中规中矩，不浮夸亦不庸碌，符合近几年群众购车中对外观的要求，	5
外观也非常大气，整体感觉简洁明了，	5
空间大是我喜欢的一点，	5
后排的乘坐空间轻松容纳3个人非常宽敞也符合现在国人家庭。	5
不满意的是绿灯起步，感觉稍肉。	2
v07s比V27外观更小巧好看，	5
内饰也不错。	5
39KW的发动机功率太小，至少应配47KW的EQ466I-30型或51KW的BG10型发动机。	1
比亚迪唐，用虚假信息欺骗消费者，纯电不能达到承诺的里程公里数，	1
发动机油耗大，噪音大。	1
提醒大家，买比亚迪后麻烦多多。	1
外观当然是最喜欢的了，	5
从家族的前脸到侧面小CLS的流线，再带销魂的尾灯，都是我们年轻人拒绝不了的，	5
加上炫酷的无框车门外观给满分一点都不过。	5
操控性突出，耐整，耐操，	5
底盘扎实维修方便维护成本低，	5
配件便宜普及节能环保。	5
通过性超级棒。	5
市场保有量大，口碑好！	5
售后服务好！	5
车内空间比较宽敞，	5
但高度上的空间不是很大，身高高点的人可能会碰顶了	2
私家车够用了，	4
不过希望能有手动挡的出来，	3
菲菲具有强劲的动力优美的外形，霸气的视觉超大的空间，	5
音响效果也好，	5
我的柴扉是香槟金的女人开出去回头率很高啊	5
对于这车最满意的地方是动力，很强劲的动力，	5
操控也很顺手，指向精准。	5
舍得给油那动力源源不断。	5
当然也有瑕疵，但是还可以，基本都是可以接受的。	4
车身协调耐看，传统家族面孔之下还是拥有比较高的辨识度的，	5
配置比较丰富，	5
空间有一定优势，	5
市场保有量比较的多，	5
各方面使用起来还是比较的省钱的。	5
后排空间挺大的，	5
当时买这车就是看中了后排座椅可以收起来，拉人拉货都可以。	5
车身挺薄的，日系车都这样，跑高速的时候感觉车有点轻。	2
往好处想就是车身轻跑起来省油。	4
外型那就不需要说了，	5
动力自己感觉够用，	5
特别是在瞬间加速爆发力很强。	5
配置很全。	5
感觉还不错的内饰吧，整体的设计风格很简单，	5
但是毕竟还是价格方面的影响，用料上很粗糙，	1
做工还可以，不会是很满意，但是还是可以接受的。	4
车的空间大，	5
座椅可以根据自己的需要任意调节，灵活性高，放大一些的物件也毫无压力，	5
实用性还是很不错的，	5
而且外观漂亮，时尚大气，很耐看。	5
在实体店试车，小虎的全系标配的自动落锁功能，还有新增的倒车雷达功能，配置挺丰富的，	5
还有个“伴我回家”功能，还蛮实用的。	5
总归一句话，我试驾C2的时候，感觉就像风火轮，跑起来那叫个带劲。	5
这款车大部分的配置实用性都非常的强，	5
电吸门是非常的便捷、安全的配置，只须轻轻合上车门就会自动吸附关闭	5
车门高端大气，	5
内部空间比一般的SUV都要大，	5
配置上也是同等价位车所不能比较的。	5
喜欢铃木品牌，13年底赶上优惠果断入手1.6老款三厢的，	5
跑起来后方向盘很稳，	5
因为还在磨合期，发动机声音时有呼噜声，	1
希望首保过后能好点。	3
外观比较满意比起其他几款看重的车较漂亮	5
后排空间面积较大比较舒适。	5
全景天窗虽然无法打开但是面积很大采光性非常好！	5
后排U口充足，还有12V电源插口，适合外出。	5
总体来说还算不错。	5
车的设计吸收了当前最流行的设计风格和元素，	5
造型威猛彪悍、时尚、现代。	5
整体车身圆润大气，线条优美舒展，视觉冲击效果比较强。	5
空间大设计合理、油耗低、安全性能有保障，	5
综合性能出众，	5
还是比较了许多同类型的车，汉兰达坐得更舒适，	5
储藏的空间也突出四个字，又大又多。	5
安全、经济是选这车的主要原因。	5
这个品牌在国产当中还算不错，	5
底盘技术过硬；	5
外观设计出众，	5
但愿不会出太多的小毛病，有问题积极处理就好，	3
今天去4S看了下车子，造型还不错。	5
就是拼缝有些大，看样子技术还是不行啊。	1
价格也偏高，一分钱都没的优惠，	1
不考虑购买	1
看了一些华晨的一些内饰图片，觉得设计一般。	1
尤其是仪表盘那块个人不太喜欢，	1
感觉周边有突出的话，里面显示的屏幕看起来反倒不直观了。	1
全系标配ESP，这个值得赞一个，	5
外观前脸非常霸气，相当的好看，	5
内饰也比较协调，整体感不错，黑内相当的时尚。	5
1.3L的个人感觉动力不怎么样，建议买1.5L的.	1
挡位不清晰挂挡有点重，不知道是新车是这样的还是怎么回事，	1
外观，和空间不错。	5
外观给人的感觉很灵气，	5
内饰也很优美，	5
觉得在市区里家庭用很省油。	5
到时候希望质量做得更好，	3
还有把车屁股改进一下，现在这也太平了。	3
我的车开了一年了，感觉彩色倒车雷达还是蛮好用的，	5
就是俺们英文差点，屏幕上显示的一些XX功能到现在还没有捣鼓明白，	2
希望厂家能搞个中文版的，俺也去换个。	3
艾瑞泽7无论是外形还是配置都不如比亚迪速锐，	1
价格竟然比速锐高那么多，不知奇瑞高层是怎么想的，	1
如果价格不下降艾瑞泽必死	1
在120时速下（还没有试过更快的），风噪依然不大	5
由于不是195以上的宽胎，所以油耗和胎噪不大。	5
起步后的提速很不错。	5
自动延时渐暗的车内照明灯：夜间很方便的。	5
遥控开车锁或熄火拔下钥匙时，车内照明灯会自动亮起	5
电动车窗有防夹功能	5
